name,category,phone_number,address,website,latitude,longitude,place_id
Indian Barista,coffee shop,08839606026,"B3, behind Shreemaya Hotel, near LIG Square, Press Complex, Indore, Madhya Pradesh 452003",https://instagram.com,,,
Tropico Cafe,coffee shop,09625551804,"136, behind Indian Oil Petrol Pump, Near C-21 Mall, Scheme 54 PU4, Indore, Madhya Pradesh 452010",https://instagram.com,22.7439968,75.8962623,
Koffee King,coffee shop,09926056000,"D mart, C21 Mall, AB Rd, main road, Malviya Nagar, Indore, Madhya Pradesh 452010",,22.7436487,75.8936377,
Quinelle Patisserie,dessert shop,09926622219,"Rabbawala Bhawan, Gorakund, Tamboli Bakhal, Indore, Madhya Pradesh 452002",,,,
Lal confectionery,dessert shop,09770795500,"4th floor, Novelty Market, Lodhi Mohalla, Jail Road, Indore, Madhya Pradesh 452001",,22.7205768,75.8618753,
Creamy Bites,dessert shop,09009906666,"Radhika kunj, C-8, LIG Link Rd, opposite Indian Oil petrol pump, Radha Ganj, Indore, Madhya Pradesh 452001",,,,
Atul Sandwich & Cafe,fast food restaurant,09893209208,"LG-34-35, Navneet Plaza, 5/2, Near Saket Square, Old Palasia, Indore, Madhya Pradesh 452018",,,,
Ghar no Swad by Anila Aunty,fast food restaurant,09425312212,"14/7, near Gumashta Bhawan, Old Rajmohalla, North Rajmohalla, Raj Mohalla, Indore, Madhya Pradesh 452002",https://gharnoswad.com,,,
Fastfood 24,fast food restaurant,08871420206,"908/6, Nehru Nagar Main Rd, Jagjivan Ram Nagar, Indore, Madhya Pradesh 452011",,,,
H3 Cafe,fast food restaurant,08085380103,"10-11 janak, chain singh ji ka bagheecha, Race Course Rd, Near 56 Dukan, Indore, Madhya Pradesh 452001",,22.7256505,75.8826238,
FASTFOOD MANTRA,fast food restaurant,09165760150,"near mount Cambridge academy, RamKrishna Bagh, Chitra Nagar, Indore, Madhya Pradesh 452010",https://fastfoodmantra.in,,,
Jiya Food Street,fast food restaurant,07354889279,"Shop No 099, Bus Stand, Indore Rd, Risi Nagar, Susner, Tilak Path, Indore, Madhya Pradesh 452007",,,,
Aadesh Shahi Paratha Sarafa,fast food restaurant,09893457933,"Chhota Sarafa Road, Bada Sarafa, Bartan Bazar, Indore, Madhya Pradesh 452002",https://aadeshparatha.com,,,
Balaji Supari & Snacks or ice cream shop,ice cream shop,,"1, Mahatma Gandhi Rd, Shakkar Bazar, Indore, Madhya Pradesh 452002",,22.7187865,75.8540201,
Agrawal icecream kulfi faluda,ice cream shop,08770487739,"PV93+7CC, Bada Sarafa, Sarafa Bazar, Indore, Madhya Pradesh 452002",,,,
Cool uncle ice cream &waffles,ice cream shop,,"PV52+4Q4, Jairampur Colony Rd, Jairampur Colony, Indore, Madhya Pradesh 452007",,,,
Shree Sawariya Seth Super Ice Cream,ice cream shop,08889162320,"Bus Stand, New, Man Road, nearby Sawariya Seth Ice Cream, Risi Nagar, Mahidpur, Tilak Path, Indore, Madhya Pradesh 452007",,,,
Ravi Kumar Ice Cream Shop,ice cream shop,07879197062,"Shop No 55, Chhatribagh, Indore, Madhya Pradesh 452007",,,,
Shree Krishna Icecream,ice cream shop,09981210209,"80, Jawahar Marg, Risi Nagar, Tilak Path, Nagda, Indore, Madhya Pradesh 452007",,,,
Angel Icecream Parlour Tanda,ice cream shop,07000529584,"Tanda, Shradhanand Marg Main Rd, New Siyaganj, Indore, Madhya Pradesh 452003",,,,
Amul ice cream(Jain sab mawawala),ice cream shop,09893699912,"177/24, opposite petrol pump, near Panjab travels, Vaishnav Stadium, Raj Mohalla, Indore, Madhya Pradesh 452002",https://amul.com,,,
Dairy Cool Ice-cream,ice cream shop,09827255553,"17/3, Chandrabhaga Juni, Jabran Colony, Indore, Madhya Pradesh 452007",,,,
Humpty Dumpty,ice cream shop,09977824082,"56, Shop, 1, Mahatma Gandhi Rd, near Coffee King, Chappan Dukan, New Palasia, Indore, Madhya Pradesh 452003",,22.7235768,75.8845789,
Tirupati Special Gajak || Juice And Ice Cream Parlour,ice cream shop,,"PR6X+MV8, Chhatribagh, Indore, Madhya Pradesh 452007",,,,
SICGIL INDIA LIMITED,ice cream shop,09303276393,"Ground Floor, 88, Indore Industrial Estate, Banganga Main Road, Main Road, opp. Wineshop and dominos Pizza, Banganga, Indore, Madhya Pradesh 452015",https://sicgil.com,,,
Jay Hanuman Ice Cream,ice cream shop,08780785707,"SBI Bank, Indore - Ujjain Rd, nearby Police Station, Risi Nagar, Tilak Path, Indore, Madhya Pradesh 452007",,,,
Amul Products Shop,ice cream shop,18002583333,"82/1 snehlataganj near nana maharaj, Madhya Pradesh 452003",https://amul.com,,,
Hello Icecream,ice cream shop,,"39,teli bakhal,rupal shree appartment,malharganj,indore, Indore, Madhya Pradesh 452002",,,,
Ghamandi Lassi,ice cream shop,08889824466,"Sarvate Bus Stand 47,48,49 Sarwate Bus Stand Chhoti Gwaltoli Resham wala compound, Indore, Madhya Pradesh 452001",,,,
Kundhal Traders,ice cream shop,09827032169,"511, Mahatma Gandhi Rd, opp. Kothari market, near Novelty Market, Sikh Mohalla, Indore, Madhya Pradesh 452007",https://instagram.com,,,
Divine Juice Bar,juice bar,,"shiv sakti nagar, 1, Kanadia Main Rd, Shiv Shakti Nagar Rd, near Bank of Maharashtra Bangali square, Indore, Madhya Pradesh 452016",,22.7195063,75.9106819,
Divine juice bar,juice bar,,"Vishnupuri Main Rd, Ahilya Puri, Indrapuri Colony, Vishnu Puri Colony, Indore, Madhya Pradesh 452001",https://instagram.com,22.6898991,75.8649275,
Divine juice bar,juice bar,,"Near, Airport Rd, Shakti Nagar, Sadhna Nagar, Indore, Madhya Pradesh 452005",,,,
DIVINE JUICE BAR,juice bar,,"QV7C+CCW, Hira Nagar, New Hira Nagar, Sukhliya, Indore, Madhya Pradesh 452010",,22.7636181,75.8710758,
Jain Fruit Center,juice bar,09302224498,"Madhumilan Square, Opp. Dawa Bazar, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,,,
Sarvate bus stand,juice bar,,"bus stand christian college compound, 181, Sarwate Rd, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,,,
Deepak Makwana,juice bar,09111590366,"35, Dewas Get, Risi Nagar, Tilak Path, Ujjain, Indore, Madhya Pradesh 452007",,,,
SMS Juice Centre,juice bar,,"bus stand, Ahilyapur, Indra Complex, Navlakha, Indore, Madhya Pradesh 452001",,,,
Nuyrk Pizza,pizza restaurant,07777876440,"F-4 Radhakrishna apartment, Bhawarkua Main Rd, near Apple hospital, Indore, Madhya Pradesh 452014",,,,
Panchtara restaurant veg and non veg,pure veg restaurant,,"Nand nagar, Indore, Madhya Pradesh 452015",,22.7529015,75.8328412,
Sri Sai Balaji South Indian Dishes,south indian restaurant,09516594957,"Bombay Hospital, Ring Rd, opp. Bombay hospital down floor of Nirmal girls hostel, opposite service road, EB Sector, Scheme No 94 Sector EB, Indore, Madhya Pradesh 452010",,22.7556037,75.9050192,
KERALA BITE Teleperformance Brilliant Sapphire - Best South Indian Food in Indore,south indian restaurant,,"Scheme Number 78, Vijay Nagar, Part II, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",https://keralabite.in,,,
Kerla South Indian Foods,south indian restaurant,09179610755,"457, 6, LIG Main Rd, Nehru Nagar, Indore, Madhya Pradesh 452011",,,,
Jain restaurant and momos,street food vendor,09243480641,"Rajkumar bridge, 59, New Dewas Rd, nearby R.R textiles, Malwa Mill Square, Opposite Indore Samachar Press, Malwa Mill, Indore, Madhya Pradesh 452003",,,,
Momskart ~ by moms of Bharat,street food vendor,,,https://themomskart.com,21.5400797,80.4572801,
Paliwal Chat Bhandar,street food vendor,09893523180,"H-1 Back Side, Near MIG Thana, LIG, Indore, Madhya Pradesh 452011",,22.7376285,75.8853167,
Safed Kaddu Indore (Dinesh Sapre),street food vendor,09893715401,"Shalby hospital, Dr. Pankaj Bhandara clinic ke saamne, road, Malwa Mill, Indore, Madhya Pradesh 452003",,,,
Famous Chaat Center,street food vendor,,"19/1, Nanda Nagar Main Rd, Opposite Siddhihanuman Mandir, Nanda Nagar, Indore, Madhya Pradesh 452011",,22.7407998,75.8794973,
Mandi indore,street food vendor,,"263, Sabji Mandi, Choithram Mandi, Indore, Madhya Pradesh 452014",,,,
Sardarji Chole Chawal Wale,street food vendor,,"Metro Tower, H3-R16, Vijay Nagar, near Dhan Trident, Indore, Madhya Pradesh 452009",,,,
Anoop Nagar Market,street food vendor,,"7/2, AB Rd, Anup Nagar, Anoop Nagar, Indore, Madhya Pradesh 452018",,22.7322518,75.8902021,
Cold pyro in indore,street food vendor,09893366229,"AB Rd, Vijay Nagar, Indore, Madhya Pradesh 452010",,,,
The Waffle Cart,street food vendor,09623118818,"Shop No. 1-2, Vishal Palace, Guru Gobindsingh Over Brg, Nai Duniya, Dubey Colony, Palsikar Colony, Indore, Madhya Pradesh 452007",,,,
Sahil alll Car Care And Four Wheeler Ac Works,auto repair shop,09669816626,"Shop no/ 4, Hotal shivaj, near kalu chai, Badi Bhamori, Indore, Madhya Pradesh 452011",https://instagram.com,,,
GoMechanic - Car Helpline Indore,auto repair shop,08398970970,"MR 9 Rd, Karas Dev Nagar, Indore, Madhya Pradesh 452011",,22.7510867,75.8714374,
GoMechanic - Car Service Center Indore,auto repair shop,08398970970,"3, AB Rd, Krishi Mandi, Indore, Madhya Pradesh 452012",https://srd1.onelink.me,,,
The Bike Workshop,bike service centre,08871500184,"near Punjabi Dhaba, Silicon City, Indore, Madhya Pradesh 452012",,22.6462498,75.8265664,
Honda Activa Care Center,bike service centre,,"3,Chaabagh ,Masjid wali line, Madhya Pradesh 452007",,,,
Royal car decor,car accessories,09893300131,"Lg 17, Prem Trade Center, Maharani Rd, Siyaganj, Indore, Madhya Pradesh 452007",,,,
"NEXA (Patel Motors, Indore, Ring Road)",car dealer,08062511963,"18.A velocity, Ring Rd, Scheme 94, Indore, Madhya Pradesh 452016",https://nexaofringroadindore.com,,,
Mhakal autodeal indore,car dealer,18008892733,"410 Fortune Aura N R Apple Hospital, Bhawarkua Main Rd, Indore, Madhya Pradesh 452014",,,,
Patwa City Automobiles Private Limited,car dealer,09893041888,"Sant Nagar, Scheme, 409-416, AB Rd, Part I, Scheme No 114, Indore, Madhya Pradesh 452010",,22.7697915,75.9008128,
Harshal Ashok Bahadare,car dealer,07014469666,"Scholarship Portal, Risi Nagar, Tilak Path, Indore, Madhya Pradesh 452007",,,,
Ujjain Diesels Private Limited,car dealer,07312440912,"118-A, Transport Nagar, 115, Transport Nagar, Indore, Madhya Pradesh 452014",,,,
HDFC ERGO General Insurance,car insurance agent,02262346234,"MZ 29, No 581/5, Bansi Trade Centre, Mahatma Gandhi Rd, Race Course Road, Indore, Madhya Pradesh 452003",https://hdfcergo.com,22.7235091,75.8814804,
SONI INSURANCE SERVICES,car insurance agent,07999998730,"SONI INSURANCE SERVICES, 728, Extension, Opp Dashera Maidan, Annapurna Rd, Usha Nagar, Indore, Madhya Pradesh 452009",,22.6968052,75.8392123,
HDFC ERGO Insurance Agent: Varsha Jain,car insurance agent,09826044454,"303 Roopal Shree Apatment 39/15 Kailash Marg, Kasera Bakhal Rd, Teli, Malharganj, Indore, Madhya Pradesh 452002",https://agent.hdfcergo.com,,,
HDFC ERGO Insurance Agent: Ansh Dobre,car insurance agent,08251046827,"193 Slice 1Sector B, Vijay Nagar, Part II, Indore, Madhya Pradesh 452010",https://agent.hdfcergo.com,22.7571261,75.888992,
HDFC ERGO Insurance Agent: Shipra Goyal,car insurance agent,07942760040,"No 76/6, Pardesipura, Indore, Madhya Pradesh 452003",https://agent.hdfcergo.com,,,
HDFC ERGO Insurance Agent: Madhur Khabiya,car insurance agent,07942761016,"No G2, Neha Apartment, Collectorate Area, Lal Bagh Rd, Nai Duniya, Hemson Colony, Indore, Madhya Pradesh 452007",https://agent.hdfcergo.com,,,
Bajaj General Insurance Ltd.,car insurance agent,07312541125,"4th Floor, Commerce House, No 7, Race Course Rd, Race Course Road, Indore, Madhya Pradesh 452001",https://bajajgeneralinsurance.com,22.7238278,75.8780093,
HDFC ERGO Insurance Agent: Pramila Singh Songira,car insurance agent,09516925355,"Mahaveer Appt, No 12Am, Vandana Nagar, Sector A, Sanvid Nagar, Indore, Madhya Pradesh 452018",https://agent.hdfcergo.com,,,
HDFC ERGO Insurance Agent: Rohan Shrivastava,car insurance agent,09981611211,"S Q, Pramod Kumar Shrivastava, 201, Vijay Nagar, Indore, Madhya Pradesh 452010",https://agent.hdfcergo.com,22.7515906,75.8994363,
LIFE INSURANCE AGENT APPOINTED/RECRUITER & TRAINER MANOJ VERMA FINANCIAL PLANNER INDORE,car insurance agent,09713573155,"SHRI GURU KRIPA LIFE INSURANCE SERVICES AGENT RECRUITER & TRAINER 1,MHOW NAKA SQUERE, NEAR BY TIWARI RESTOREN & USHA RAJE PETROL PUMP Indore/CONTECT 9754775511, Madhya Pradesh 452009",,,,
HDFC ERGO Insurance Agent: Kanishk Sharma,car insurance agent,09425320677,"7 C Girdhar Nagar, Po, Tilak Nagar Main Rd, near Tilak Nagar, Tillaknagar, Dist, Indore, Madhya Pradesh 452018",https://agent.hdfcergo.com,22.7181688,75.8984806,
(A.K.) R.T.O. (Agent) Agency,car insurance agent,08103802072,"40, 2Millat Nagar, Moti Tabela, Indore, Madhya Pradesh 452007",https://youragent.my.canva.site,22.7098305,75.8563857,
Growthlink Enterprises - Insurance agency In Indore,car insurance agent,09713221940,"LG-4, Sundaram Complex, Bhawarkua Main Rd, Transport Nagar, Indore, Madhya Pradesh 452001",,22.6959824,75.8656297,
"LIC Advisor, Lic Agent",car insurance agent,08963999990,"452009, Gumasta Nagar, Scheme 71, Indore, Madhya Pradesh 452009",,22.7021772,75.8316064,
Optimum Financial Services at Indore,car insurance agent,07771012124,"3rd Floor, Veda Business Park, 326, Bhawarkua Main Rd, Bhanwar Kuwa, Indore, Madhya Pradesh 452001",https://optifinserv.com,,,
Sanjeev car care service center,car service centre,,"221, Sector A, Surya Dev Nagar, Indore, Madhya Pradesh 452009",,,,
GoMechanic - Car Helpline Indore,car service centre,08398970970,"Vijay Nagar, Indore, Madhya Pradesh 452010",https://srd1.onelink.me,,,
My mechanic,car service centre,,"Badi Bhamori, Indore, Madhya Pradesh 452011",,,,
Maruti Suzuki Authorised Service (Jyoti Raghunath Motors),car service centre,09425353568,"3, 3, behind PETROL PUMP, Ram Bagh, Indore, Madhya Pradesh 452007",https://marutisuzuki.com,22.7236776,75.8582106,
Mahindra Auto Garage,car service centre,09826908005,"PRXX+PWC, Sector D Rd, Sanwer Road Industrial Area, Indore, Madhya Pradesh 452015",,22.7493114,75.8497606,
Service Centre,car service centre,09111176307,"6, Mechanic Nagar, Badi Bhamori, Indore, Madhya Pradesh 452011",,22.7481771,75.8920081,
rapid wash car care,car wash,07770937972,"Highway dream City, Sector B02, Indore - Ujjain Rd, Indore, Barodiya Ema, Madhya Pradesh 453555",https://rapidwashcar.com,22.8545403,75.8452476,
Namami cabs and Services 😎,car wash,09993387274,"202, Usha Nagar, Sudama Nagar, Indore, Madhya Pradesh 452009",,,,
Raghav Car Washing Service,car wash,,"PVWP+G4Q, AB Rd, near Pakiza Mall, LIG Colony, Indore, Madhya Pradesh 452011",,,,
IndianOil,cng station,09179122445,"11 AB Road, Talawali Chanda Ln, Manglaya Sadak, Indore, Madhya Pradesh 453771",https://locator.iocl.com,,,
फूल प्रेशर सीएनजी पंप ऑन लाइन जैसा प्रेशर,cng refill station,,"Indore Ujjain Road, Dist, Sanwer, Madhya Pradesh 453551",,,,
ASHI TECHNO SALES,cng refill station,07314281512,"LG 8, Shalini Complex, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,,,
Jio-bp,cng refill station,09826505676,"Survey No 76, 4/2, AB Rd, adjoining Indore Public School, Rau, Indore, Madhya Pradesh 453441",https://mobilitystation.jiobp.com,22.653796,75.822686,
Hindustan Petroleum Corporation Limited,cng refill station,09826284700,"Plot No 3, Kibe Compound Madhumilan Square, Madhumilan Cinema Rd, Indore, Madhya Pradesh 452001",https://petrolpump.hpretail.in,,,
Raghav LPG,cng refill station,07024563770,"C/O Shri Nijanand, 12 SR Compound Opp Lasuria Police Station, Dewas Naka, Lasuria, Indore, Madhya Pradesh 452010",https://raghavlpg.com,,,
IndianOil,cng refill station,09131729627,"Ground Floor, Netaji Subhash Marg, near Rambag, Ram Bagh, Indore, Madhya Pradesh 452007",https://locator.iocl.com,,,
Ip diesel,diesel injector service,09893980020,"Shop no.6, sanatan house, New Loha Mandi, Dewas Naka, Scheme 78 Part 1 Phase 2, Indore, Madhya Pradesh 452010",,,,
Deccan Diesels,diesel injector service,09229213740,"NH3 Rau Indore Bypass Gram nihalpu rnundai, near New York City, Indore, Madhya Pradesh 452012",https://deccandiesels.com,,,
Maa gayatri diesel shop,diesel injector service,08435383838,"19, 1, Scheme No 78 - III, New Loha Mandi, Dewas Naka, Indore, Madhya Pradesh 452010",,,,
AGRA DIESEL,diesel injector service,09755550585,"Vrindavan Palace Colony, Scheme 94 Sector WB, Indore, Madhya Pradesh 452010",,,,
Ather Grid Charging Station,electric vehicle charger,,"2563-E, Ring Rd, Sector E, Sudama Nagar, Indore, Madhya Pradesh 452009",,22.6892512,75.828484,
Ather Charging Station,electric vehicle charger,,"Type-C, Plot No . 08, Scheme No 78 - III, Sector D, Slice 4, Araniya, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",https://atherenergy.com,,,
Electric Vehicle Charging Station,electric vehicle charger,,"PVPC+P82, Malwa Mill Rd, Patni Pura, Indore, Madhya Pradesh 452003",,22.736763,75.8707526,
Electric Vehicle Charging Station,electric vehicle charger,,"2-A, opp. IDEA CELLUAR LTD, Electronic Complex, Pardesipura, Indore, Madhya Pradesh 452010",https://chargelist.com,,,
ElectriVa Charging Station,electric vehicle charger,,"46, Pipliya Rao Ring Rd, Indrapuri Colony, Bhanwar Kuwa, Indore, Madhya Pradesh 452001",,,,
Zerovolt Charging Station,electric vehicle charger,,"Near, Rajiv Gandhi Cir, Jai Nagar, Ambikapuri, Indore, Madhya Pradesh 452001",,,,
Ather Grid Charging Station,electric vehicle charger,07676600900,"144, Jawahar Marg, Bada Sarafa, Bombay Bazar, Indore, Madhya Pradesh 452002",,,,
Auto spine automobile workshop,garage,,"MW98+M86, Nayta Mundla, Indore, Madhya Pradesh 452001",,,,
K G N Auto Garage,garage,09826588426,"49, Annapurna Rd, Revenue Colony, Mahawar Nagar, Indore, Madhya Pradesh 452009",,,,
shri kubar car garage and service center,garage,06267852826,"bhagy road, MR 10 Rd, Sanwer Road Industrial Area, Indore, Madhya Pradesh 453555",,22.7766744,75.8594847,
BABA Auto Garage,garage,09826432832,"33/1, Snehlataganj Rd, Nayapura, Indore, Madhya Pradesh 452003",,,,
Munna Ustaad Garage,garage,09644423162,"Shop No 12, 5, Riverside Rd, Khatipura, Chogalal Ustad Marg, Ranipura, Indore, Madhya Pradesh 452007",,,,
Auto Garage,garage,09691697767,"00, Khandwa Naka, Nehru Nagar, Indore, Madhya Pradesh 452001",,,,
Kasliwal Honda Automobiles Pvt. Ltd.,used car dealer,09617772808,"Plot No. 48 , Sector FA , Scheme No. 94, Square, Pipliyahana, Indore, Madhya Pradesh 452016",,22.7062922,75.9061982,
"Maruti Suzuki ARENA (Rana Motors, Indore, Bhawarkuan)",used car dealer,,"34/2/1 Part, Bhawarkua Main Rd, Pipliya Rao, Indore, Madhya Pradesh 452014",,22.6842337,75.8579956,
CAR'S 21,used car dealer,09669305550,"14, Manik Bagh Rd, near Choitram compound, Choithram Mandi, Indore, Madhya Pradesh 452014",,,,
JAS AUTO WORLD,used car dealer,09827813000,"Rajiv Gandhi Square, Ambikapuri, Indore, Madhya Pradesh 452001",,,,
A.S MOTORS,used car dealer,08109521338,"LG-27, Sundaram Complex, near Bhawarkua Main Road, Transport Nagar, Indore, Madhya Pradesh 452014",,,,
NATRAX,vehicle inspection centre,09893892310,"National Automotive Test Tracks (NATRAX) Agra – Mumbai Highway(NH-52), Next to Pithampur Flyover (From Indore) Post : State :- Madhya Pradesh, near Pithampur, Khandwa, Madhya Pradesh 454774",https://natrax.in,,,
Bridgestone Tyre Company,tyre shop,18002668055,"12, Laad Colony Rd, B Builders Colony, Lad Colony, Indore, Madhya Pradesh 452003",https://bridgestone.co.in,,,
MRF T&S - S R Tyres,tyre shop,08349999967,"Shop No 3666E, Bhagwati Dwar Stop, near Dukh Bhanjan Hospital, E Sector, Sector E, Sudama Nagar, Indore, Madhya Pradesh 452009",https://dealers.mrftyres.com,,,
MRF Tyres T&S - Samriddhi Tyres,tyre shop,07415100013,"Shop No 616, Khatiwala Tank Main Rd, near Singh Sahab Restaurant, Transport Nagar, Indore, Madhya Pradesh 452014",https://dealers.mrftyres.com,22.6969611,75.8617324,
BK tyre &tube centre,tyre shop,09753333356,"PVWQ+MFF, Mechanic Nagar, Badi Bhamori, Indore, Madhya Pradesh 452011",,,,
Shri Osaka Tyres,tyre shop,,"1, Sardar Patel Cir, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,,,
Kohli Tyres,tyre shop,,"H.No. 371, modern Circle, Sanwer Rd, Sector C, Sanwer Road Industrial Area, Indore, Madhya Pradesh 452015",,,,
Tyre Shop,tyre shop,09827033117,"245, Mechanic Nagar, Indore, Madhya Pradesh 452014",,22.6948828,75.8644077,
MRF Tyres Exclusive - Bhagwati Traders,tyre shop,09425032211,"Ground Floor, No 27, Dhar Rd, near Vaishnav Stadium, Gangwal Bus Stand, Vaishnav Stadium, Raj Mohalla, Indore, Madhya Pradesh 452002",https://dealers.mrftyres.com,,,
"JK Retread Center, Madras Tyres",tyre shop,09302162283,"No 216 & 217, Near ICICI Bank, Transport Nagar, Indore, Madhya Pradesh 452001",https://brandshops.jktyre.com,,,
Subhan Tyre Service,tyre repair,07314040914,"108, Mechanic Nagar, Indore, Madhya Pradesh 452014",,,,
National tyre service,tyre repair,,"PVXW+J97 National Tyre Service, Shradhanand Marg Main Rd, Chhoti Gwaltoli, Indore, Madhya Pradesh 452010",,22.7490404,75.8959103,
Rekhi Tyres,tyre repair,09425074347,"163, RNT Marg, opp. Nehru statue, South Tukoganj, Indore, Madhya Pradesh 452001",,22.714572,75.8742323,
Chadha Tyre,tyre repair,07949293912,"Bhawar Kuan Rd, Professor Colony, Indore, Madhya Pradesh 452001",https://stores.continental-tyres.in,,,
N.P. TYRE CLINIC,tyre repair,,"PVCM+P2X, Jain Mandir Rd, South Tukoganj, Indore, Madhya Pradesh 452001",,,,
Tyre Life,tyre repair,09827027384,"103, Patel Gali, Mechanic Nagar, Indore, Madhya Pradesh 452014",,22.6938859,75.8631428,
Arihant Tyres,tyre repair,09589481333,"11, Indore-Icchapur Road, near एप्पल गर्ल्स होस्टल, Tower Chouraha, Ashok Nagar, Indore, Madhya Pradesh 452001",,,,
Dildar Tyre Service,tyre repair,09893770773,"12, near Tower Square, Gurmeet Nagar, Transport Nagar, Indore, Madhya Pradesh 452014",,,,
Sahu Tyre Service,tyre repair,,"31, Jati Colony Ext, Jati Colony, Ram Bagh, Indore, Madhya Pradesh 452007",,,,
REHMAN TYRE,tyre repair,09300465095,"Apple hospital ke piche, Patel Gali, Transport Nagar, Indore, Madhya Pradesh 452014",,,,
Malwa Tyre Sales And Service - Continental Tyre,tyre repair,07949293915,"123, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",https://stores.continental-tyres.in,,,
Haji Tyre Service,tyre repair,,"148, Vishnu Puri Colony, Indore, Madhya Pradesh 452014",,,,
Go With Car Wash Station | Car Denting Painting | Car Repair | Mechanic Work,auto body shop,,"Indore, Khemana, Madhya Pradesh 452016",https://youtube.com,,,
New Bombay Disposal,auto body shop,09300613132,"121, Main Rd, Transport Nagar, Indore, Madhya Pradesh 452014",,,,
Madhurya Handicrafts & Artifacts Store,antique shop,09425057991,"1, Agra - Mumbai Hwy, Bicholi Hapsi, Bichauli, Madhya Pradesh 452016",,,,
Boom - Bikes and Scooters on Rent,bike shop,09644905905,"8-b, Kalyan vishranti grah, Railway Station Rd, Flim Colony, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",https://boombikes.co.in,,,
Hero Cycles Authorised Dealer - Sri Krishna Cycle Stores,bike shop,09861233700,"No 14/1, Kimtee Cycle House, Morai Mohalla, Gadi Adda, Indore, Madhya Pradesh 452007",https://herocycles.com,,,
Bike Reparing Center,bike shop,08357974400,"Dava Bazar, Road, Chhawni, Indore, Madhya Pradesh 452001",,,,
Hero Cycles Authorised Dealer - Ram Krishna Cycle Stores,bike shop,09809498822,"DM Bharat Cycle Stores, Maharani Rd, nearby Platform 4 Railway Station, Siyaganj, Indore, Madhya Pradesh 452007",https://herocycles.com,,,
New Standard Cycle Co.,bike shop,07312435361,"Maharani Road,, opposite Badadeep Complex, Indore, Madhya Pradesh 452007",,22.7169523,75.8673163,
Monu Bike Shop,bike shop,09652794840,"Shop No 21, Chhatribagh, Indore, Madhya Pradesh 452002",,,,
Raju Bike Shop,bike shop,09649714349,"Shop No 14, Katju Colony, Ward 50, Indore, Madhya Pradesh 452007",,,,
Khetrapal's India Law House,book store,09131380549,"23,24 sikh mohalla, Mahatma Gandhi Rd, Sikh Mohala, Indore GPO, Indore, Madhya Pradesh 452007",,,,
Archies Gallery Indore | Gift Shop | Vijay Nagar,candle shop,09009015000,"LG-2B, Mangal city, AB Rd, near Vishal Mega Mart, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",https://archiesonline.com,,,
SEVA,cosmetics store,09977152786,"17, near Cloth Market, Marothia Bazar, Maharaja Tukoji Rao Holker Cloth Market, Indore, Madhya Pradesh 452002",https://shopsevaonline.com,,,
Lakme Academy Indore,cosmetics store,06262626663,"203, Head Quarters Building Satya Sai Square, opp. Brts, Scheme No 54, Indore, Madhya Pradesh 452010",https://lakme-academyindore.com,,,
Khalsa store,department store,,"MVJ7+QFX, Bholaram Ustad Marg, Sector A, Sarvanand Nagar, Nanak Palace, Indore, Madhya Pradesh 452001",,,,
ASHOKAM TRADERS INDORE,department store,09893737517,"police chowki, 34/1, St Ravidas Marg, near ranipura, Ganesh market, South Toda, Indore, Madhya Pradesh 452001",,22.7177115,75.8611563,
Sogani Dresses,department store,09406895121,"Moolchand Market, 37, Rajwada, Indore, Madhya Pradesh 452002",,,,
Shishuranjan Industries,department store,07312530201,"police station, 470, Mahatma Gandhi Rd, near MG road, Nagar Nigam, Indore, Madhya Pradesh 452007",,,,
First Baby INDORE,department store,07770959580,"Tilak Path square, 5, Juna Ganesh Marg, tukoganj, Indore, Madhya Pradesh 452007",,22.7216098,75.8569862,
Indore Readymade Garments,department store,07312535234,"Prakash Plaza, G 11, Riverside Rd, Riverside Road, Khatipura, Indore, Madhya Pradesh 452007",,22.7189145,75.8596781,
Jain Shri Garements,department store,07312436383,"197, Shri Ram Market, Mahatma Gandhi Rd, near Ganesh Cap Mart, Rajwada, Indore, Madhya Pradesh 452007",,,,
Ji Ma Kankali Kirana Store,department store,09893897614,"Sanjay Setu Rd, Khatipura, Indore, Madhya Pradesh 452007",,,,
Shree Krishna Electronics,electronic components shop,07312542347,"27-28-29, New, near anand hospital, Risi Nagar, MTH Compound, Indore, Madhya Pradesh 452001",https://facebook.com,,,
Nafees Foam House,furniture store,,"85, Siyaganj Main Rd, opposite Bank Of India, Siyaganj, Indore, Madhya Pradesh 452007",,,,0x3962fd0e0fffffff:0x4c71219a4a5ab51e
Taha Furniture,furniture store,09977524905,"412, Maharaja, Surya Nikunj Complex, Near Nandlalpura Chouraha, Nandlalpura, Rajwada, 1, Jawahar Marg, Rajwada, Indore, Madhya Pradesh 452007",,,,0x3962fd8174c79d55:0xdbe36f82415a7382
